Account,Fraud_Count
C393149689,1
C393177637,1
C393374945,1
C393546828,1
C393618449,1
C393707500,1
C390829633,1
C390716812,1
C386926753,1
C388526228,1
C387067753,1
C387122223,1
C387226180,1
C387251817,1
C387427558,1
C387448117,1
C387457266,1
C387585754,1
C387748036,1
C387977807,1
C388097316,1
C388319905,1
C388401160,1
C388640141,1
C390569231,1
C388733782,1
C388808912,1
C388892858,1
C389065516,1
C38948739,1
C389495831,1
C389614238,1
C389894341,1
C38997010,1
C390359674,1
C390395645,1
C390478316,1
C390493642,1
C381361852,1
C381354324,1
C381034638,1
C371450806,1
C370765252,1
C370789557,1
C370888897,1
C370902983,1
C371044558,1
C371063342,1
C37115325,1
C371181257,1
C371244404,1
C371291592,1
C371320047,1
C371379583,1
C37138390,1
C371645181,1
C370286354,1
C372000070,1
C372032326,1
C372035143,1
C372062896,1
C372435481,1
C372542470,1
C372564056,1
C372683290,1
C37274992,1
C372825955,1
C372865996,1
C372999326,1
C373022039,1
C370488053,1
C370224798,1
C380842084,1
C368640357,1
C366293837,1
C366537960,1
C366674827,1
C366677925,1
C36684141,1
C366927459,1
C366986030,1
C367340563,1
C367657984,1
C339904211,1
C367922797,1
C367940440,1
C36794671,1
C368733095,1
C370140887,1
C368987822,1
C369028557,1
C369107118,1
C369315575,1
C369327897,1
C369360182,1
C369516790,1
C36961525,1
C369775274,1
C369868816,1
C36989160,1
C369936121,1
C370107492,1
C373099363,1
C37315617,1
C373225070,1
C379003317,1
C37736433,1
C377406581,1
C377452670,1
C377777926,1
C377820093,1
C377873806,1
C378242927,1
C378412722,1
C378592593,1
C378617827,1
C378717851,1
C378841819,1
C378910639,1
C379022466,1
C373339841,1
C379155103,1
C379244982,1
C37928805,1
C379326181,1
C379384197,1
C37939872,1
C379527742,1
C379668471,1
C380242442,1
C380259496,1
C380436221,1
C380623487,1
C380770269,1
C377236919,1
C377226285,1
C377182011,1
C377165949,1
C373469427,1
C373547831,1
C373557981,1
C373573022,1
C373820487,1
C374108453,1
C374179954,1
C374230144,1
C37447993,1
C374837876,1
C374971374,1
C375267568,1
C375476201,1
C37561886,1
C375702646,1
C375834345,1
C375961798,1
C376115864,1
C376454889,1
C37665985,1
C376689274,1
C376746330,1
C376747351,1
C376760344,1
C376938867,1
C377087678,1
C37709485,1
C339924917,1
C338881900,1
C339883956,1
C295983306,1
C29406343,1
C294300042,1
C294569503,1
C29466655,1
C294714363,1
C294852221,1
C294901618,1
C295334131,1
C295403005,1
C295421144,1
C295695808,1
C295800358,1
C295852822,1
C296076520,1
C293921513,1
C296079246,1
C296287576,1
C296594494,1
C296753895,1
C296774789,1
C296795076,1
C296814369,1
C296834383,1
C29687546,1
C296924123,1
C297158532,1
C297560462,1
C297643406,1
C293955297,1
C293831245,1
C297867369,1
C291081099,1
C289680070,1
C289774611,1
C289828816,1
C289912687,1
C289965777,1
C290062990,1
C290202639,1
C29028630,1
C290459952,1
C290559240,1
C290813030,1
C290920701,1
C291010044,1
C291162245,1
C293823168,1
C29118015,1
C29153340,1
C291644544,1
C29170093,1
C291757564,1
C291762198,1
C291823113,1
C292281038,1
C292642955,1
C292943018,1
C293156526,1
C293694231,1
C293709567,1
C297774281,1
C29787245,1
C289350716,1
C304864645,1
C3029667,1
C303008218,1
C303070069,1
C303076849,1
C303116308,1
C303305963,1
C303493343,1
C303839764,1
C304225681,1
C304432488,1
C304547800,1
C304768770,1
C304787673,1
C304885039,1
C302294633,1
C305070019,1
C305170140,1
C305200409,1
C305321296,1
C305323219,1
C305484258,1
C305749305,1
C305797436,1
C306147226,1
C306278286,1
C306323012,1
C306373969,1
C306405849,1
C302377152,1
C301912677,1
C297875809,1
C299933576,1
C297927961,1
C298176113,1
C29820940,1
C298210338,1
C298387535,1
C298592695,1
C29887493,1
C298906210,1
C299259350,1
C299290002,1
C299512906,1
C299514580,1
C299814057,1
C299996818,1
C301882275,1
C300034494,1
C300052859,1
C30015547,1
C30026767,1
C300744654,1
C300902846,1
C300915892,1
C300922639,1
C301302016,1
C30165590,1
C301674737,1
C301687974,1
C301833514,1
C289651123,1
C289330473,1
C30736240,1
C279104930,1
C278180302,1
C278197109,1
C278215975,1
C278258075,1
C278286115,1
C278468625,1
C278631744,1
C278640000,1
C278676454,1
C278927919,1
C278936084,1
C278939913,1
C279016627,1
C279130483,1
C277947802,1
C279131656,1
C279162125,1
C279192006,1
C27924334,1
C279309247,1
C279538198,1
C279565067,1
C27960358,1
C279654004,1
C279725072,1
C279799028,1
C280090898,1
C280132554,1
C278143037,1
C277862929,1
C280460099,1
C276282396,1
C27494611,1
C274955922,1
C275034566,1
C275053310,1
C275095873,1
C275137828,1
C275418011,1
C275419621,1
C275663782,1
C27575040,1
C27593268,1
C276080220,1
C276220199,1
C276347571,1
C27765734,1
C276457586,1
C276602564,1
C276670943,1
C276718485,1
C276803409,1
C276886611,1
C277096632,1
C277332716,1
C277466735,1
C27748996,1
C277510102,1
C277547037,1
C277647279,1
C280136890,1
C280536388,1
C289101217,1
C287247787,1
C28614156,1
C286239409,1
C286391269,1
C286444496,1
C286492839,1
C286737908,1
C286939302,1
C286946367,1
C286946566,1
C286962871,1
C287066549,1
C287098370,1
C287179256,1
C287309829,1
C285979005,1
C287337523,1
C287402036,1
C287487374,1
C287805617,1
C28783325,1
C288028999,1
C288197113,1
C28830193,1
C288327856,1
C288685482,1
C288815046,1
C288917283,1
C288991663,1
C286057800,1
C285961012,1
C280556441,1
C282454606,1
C28062325,1
C28074896,1
C280959828,1
C281192595,1
C281479258,1
C281499391,1
C281624402,1
C281744778,1
C281912643,1
C281930322,1
C282355647,1
C282412954,1
C282425253,1
C282585664,1
C285826944,1
C282621115,1
C282770927,1
C282822245,1
C282915164,1
C283039284,1
C283083073,1
C283218785,1
C283472734,1
C284348292,1
C284364603,1
C284636751,1
C284996828,1
C285314242,1
C307234825,1
C307372020,1
C33984222,1
C329029721,1
C32740114,1
C327529413,1
C327601402,1
C327855497,1
C328014311,1
C328021152,1
C328238019,1
C328303267,1
C328431178,1
C32861099,1
C328707077,1
C328975820,1
C329005682,1
C329030670,1
C326865678,1
C329210788,1
C329270051,1
C329394492,1
C329603302,1
C329899379,1
C329967562,1
C330207825,1
C330559160,1
C330892703,1
C330958414,1
C330996942,1
C330996980,1
C331136549,1
C327344476,1
C326851918,1
C331578052,1
C32445032,1
C322093816,1
C322342819,1
C322369737,1
C322380690,1
C322712513,1
C323116662,1
C323132484,1
C323473080,1
C323730843,1
C323857001,1
C323981419,1
C324127688,1
C32426691,1
C324653076,1
C32677445,1
C325102191,1
C325422027,1
C325441489,1
C325487676,1
C325570373,1
C32558037,1
C325595838,1
C325611904,1
C325643180,1
C326321916,1
C326519862,1
C326670193,1
C326766098,1
C331175512,1
C332143191,1
C321872585,1
C338408648,1
C337026029,1
C337181561,1
C337289783,1
C337441820,1
C337579043,1
C337746955,1
C337759992,1
C337996170,1
C338054971,1
C338077337,1
C338262259,1
C338287923,1
C338311472,1
C338472327,1
C336375324,1
C338573575,1
C338600181,1
C338683828,1
C338861738,1
C338862629,1
C393990898,1
C339002050,1
C33901229,1
C339061789,1
C339144629,1
C339280589,1
C33936647,1
C339788148,1
C336424141,1
C336342996,1
C332249974,1
C333863007,1
C332333924,1
C332427023,1
C332712449,1
C33272921,1
C332841872,1
C332921972,1
C333142995,1
C333294363,1
C333316191,1
C33339986,1
C333643988,1
C333838421,1
C333851574,1
C333956896,1
C336307904,1
C33412994,1
C334259414,1
C334271518,1
C334503836,1
C334746460,1
C334771525,1
C334882914,1
C335051358,1
C335271811,1
C335340729,1
C335413710,1
C336094122,1
C336176580,1
C321971640,1
C321712696,1
C307539719,1
C31250082,1
C311151183,1
C31115617,1
C311232614,1
C311261676,1
C311401803,1
C311553753,1
C31164156,1
C311901651,1
C311903293,1
C311903861,1
C312230940,1
C312345,1
C312459798,1
C312737633,1
C311082513,1
C312774959,1
C312822815,1
C312865842,1
C313051938,1
C313140840,1
C313736303,1
C313857348,1
C313871490,1
C313908201,1
C313989858,1
C314012937,1
C314077583,1
C314117712,1
C31108995,1
C31094949,1
C314194629,1
C309078889,1
C307666203,1
C307731888,1
C307774634,1
C307821944,1
C308006848,1
C308195819,1
C308220962,1
C308228373,1
C308317173,1
C308665195,1
C308869355,1
C308889454,1
C30896720,1
C30912856,1
C31093598,1
C309297026,1
C309402853,1
C309497178,1
C309573869,1
C309726678,1
C310145134,1
C310163426,1
C310235538,1
C310661777,1
C3107126,1
C31072228,1
C310772625,1
C310812803,1
C314158626,1
C314198067,1
C32167725,1
C318965454,1
C317430000,1
C31746489,1
C317556709,1
C317596259,1
C317779855,1
C317811789,1
C318040241,1
C318078280,1
C318150552,1
C318179364,1
C31838536,1
C318449492,1
C318788140,1
C319141085,1
C317265884,1
C319281201,1
C319313160,1
C319370908,1
C319563760,1
C320130063,1
C320276503,1
C320568622,1
C320679459,1
C32072750,1
C320991755,1
C321390440,1
C321399553,1
C321662798,1
C317427363,1
C317224032,1
C314495113,1
C315419844,1
C314805116,1
C314882858,1
C314896314,1
C31490801,1
C31495948,1
C31496887,1
C315033309,1
C315040579,1
C31510434,1
C315115812,1
C315149365,1
C315155195,1
C315283970,1
C315492632,1
C316784641,1
C315569976,1
C315595990,1
C315643365,1
C31581400,1
C315826176,1
C315872853,1
C315895571,1
C316065946,1
C316118193,1
C316288377,1
C316319818,1
C316531144,1
C316708626,1
C393947373,1
C395458530,1
C394038835,1
C476657096,1
C475311068,1
C475334317,1
C475345362,1
C47565118,1
C475837987,1
C475877892,1
C475879190,1
C475917062,1
C476199705,1
C47624520,1
C476523986,1
C476581036,1
C476640492,1
C476695686,1
C475202972,1
C476725832,1
C476780134,1
C476797859,1
C477039753,1
C477094811,1
C477262059,1
C477303142,1
C477310004,1
C477578794,1
C47767227,1
C477677741,1
C478014939,1
C478307499,1
C47524114,1
C475096619,1
C478532233,1
C473435189,1
C471381554,1
C471561337,1
C471673536,1
C47190955,1
C471935282,1
C471979620,1
C47220479,1
C472317235,1
C472347889,1
C472356199,1
C472522184,1
C472872329,1
C473271936,1
C473496930,1
C475066287,1
C473607124,1
C473703158,1
C473772146,1
C473805746,1
C47401126,1
C474654746,1
C474735735,1
C474804465,1
C47484490,1
C4748745,1
C474888989,1
C474899128,1
C475065631,1
C478491777,1
C478572372,1
C471097879,1
C483764611,1
C48279139,1
C48282627,1
C482842350,1
C482849190,1
C482850122,1
C48297071,1
C482986731,1
C483009518,1
C483094763,1
C483110811,1
C483349301,1
C48363551,1
C483706610,1
C483833357,1
C482336380,1
C483977018,1
C484122604,1
C484256849,1
C484298628,1
C484357624,1
C484597480,1
C485003808,1
C485022724,1
C485214392,1
C485323920,1
C485487495,1
C4856718,1
C485713115,1
C482730402,1
C482285608,1
C478694396,1
C480136801,1
C478742844,1
C478771313,1
C479192985,1
C479353061,1
C479368139,1
C479649158,1
C47972411,1
C479817904,1
C479866096,1
C479893074,1
C480066834,1
C480109552,1
C480126375,1
C48017106,1
C48227187,1
C480398193,1
C480476541,1
C480756474,1
C48088685,1
C48098605,1
C48103061,1
C481315574,1
C481501970,1
C481578006,1
C481798847,1
C481898497,1
C482076505,1
C482115105,1
C471258515,1
C471032203,1
C486163456,1
C462103796,1
C460734138,1
C460735540,1
C460771007,1
C460813809,1
C461054573,1
C461145537,1
C461302689,1
C461319045,1
C46140680,1
C461413843,1
C461663138,1
C461887553,1
C461905695,1
C462145857,1
C460685151,1
C462257354,1
C462652864,1
C462665302,1
C462703095,1
C463164064,1
C463234181,1
C463684846,1
C463702368,1
C463737708,1
C46387531,1
C463930958,1
C463938761,1
C464009928,1
C46072537,1
C460547143,1
C464286204,1
C458386953,1
C457206167,1
C457266787,1
C457437086,1
C457476945,1
C457586283,1
C457596841,1
C45760834,1
C457634395,1
C457849577,1
C457890781,1
C457962127,1
C457987066,1
C458044692,1
C458467003,1
C460303753,1
C45849369,1
C458723859,1
C458755308,1
C458914580,1
C459118517,1
C459252114,1
C459404146,1
C459414804,1
C45970482,1
C459709989,1
C459813446,1
C45982560,1
C45991423,1
C464058059,1
C464467238,1
C470923235,1
C469202951,1
C467552015,1
C467632528,1
C467980258,1
C468074010,1
C468200037,1
C468213080,1
C468244226,1
C468251407,1
C468476477,1
C468480326,1
C468670582,1
C468833365,1
C469157358,1
C469325256,1
C467413357,1
C46940943,1
C469537628,1
C469591174,1
C469694911,1
C469925272,1
C47005930,1
C470068344,1
C470081604,1
C470122126,1
C47031596,1
C470624098,1
C47077712,1
C470813600,1
C467492380,1
C467245091,1
C464861885,1
C466144148,1
C465118409,1
C465144377,1
C465166521,1
C465350675,1
C465493916,1
C465687817,1
C465712526,1
C465738897,1
C46584034,1
C46599562,1
C466016751,1
C466100700,1
C466106905,1
C46618914,1
C467221336,1
C466387318,1
C466412897,1
C466502993,1
C466527004,1
C46669034,1
C466866036,1
C466961726,1
C467042735,1
C46706219,1
C467067146,1
C467131548,1
C467140343,1
C467148053,1
C485976806,1
C486186579,1
C394205756,1
C505864940,1
C504247900,1
C504273308,1
C50436894,1
C504582825,1
C504693752,1
C504789757,1
C504859386,1
C50502894,1
C505193884,1
C505397169,1
C505649715,1
C505663484,1
C505855307,1
C505947737,1
C504063751,1
C506025543,1
C506132962,1
C506139179,1
C506455454,1
C506519759,1
C506708945,1
C50671778,1
C506992553,1
C507000655,1
C507008752,1
C507031767,1
C507292245,1
C507311282,1
C504240309,1
C503986394,1
C507437434,1
C502036352,1
C500485629,1
C500640535,1
C500674930,1
C500742498,1
C500782163,1
C500987951,1
C501067498,1
C501091944,1
C501280303,1
C501435638,1
C501496280,1
C501884984,1
C502023164,1
C502437065,1
C503835851,1
C502635125,1
C50284383,1
C502927996,1
C502991223,1
C503145512,1
C503175927,1
C503182041,1
C503187558,1
C503344531,1
C503443667,1
C503599136,1
C5036546,1
C50368712,1
C507368494,1
C507441404,1
C500424911,1
C514736179,1
C5128186,1
C512841143,1
C512979582,1
C51318897,1
C513190251,1
C513494131,1
C513573961,1
C513601589,1
C513722658,1
C514013862,1
C514076656,1
C51409599,1
C514505298,1
C514777944,1
C512661287,1
C515016195,1
C515022418,1
C515442419,1
C515510845,1
C515973302,1
C515991541,1
C516391420,1
C516411527,1
C516790131,1
C516816901,1
C516969543,1
C516990655,1
C517014062,1
C512720959,1
C512420448,1
C507466068,1
C509990885,1
C507471240,1
C507645439,1
C507662237,1
C50809455,1
C508327884,1
C50848420,1
C50880393,1
C509018542,1
C509021077,1
C509024717,1
C509574480,1
C509686434,1
C509783164,1
C510193996,1
C511866589,1
C510333855,1
C5103854,1
C510551701,1
C510704093,1
C510717698,1
C510808127,1
C511044281,1
C511096622,1
C511164301,1
C511187866,1
C511306069,1
C511307813,1
C51144678,1
C500475172,1
C50003674,1
C486241837,1
C491418989,1
C489344681,1
C489467109,1
C489647033,1
C489879149,1
C490070900,1
C490114096,1
C490326282,1
C490606364,1
C490830466,1
C491258942,1
C491276227,1
C491289068,1
C491326843,1
C491430071,1
C48932770,1
C491519946,1
C491626410,1
C491775554,1
C491994230,1
C492047979,1
C492082350,1
C492308077,1
C492377263,1
C492478003,1
C492515699,1
C492529807,1
C492567713,1
C492573664,1
C489338831,1
C489326905,1
C492613437,1
C487776685,1
C486342629,1
C4863930,1
C486475029,1
C48659119,1
C486742057,1
C486804071,1
C486822956,1
C486861418,1
C487085645,1
C48717380,1
C487363153,1
C487414422,1
C487582896,1
C487836667,1
C489315862,1
C487915581,1
C488038887,1
C488060391,1
C48810852,1
C488128368,1
C488263608,1
C488265159,1
C488579069,1
C488587409,1
C488688199,1
C488866911,1
C48892155,1
C489042260,1
C492603644,1
C492841836,1
C500011939,1
C498618435,1
C497482843,1
C497497385,1
C49776683,1
C497827854,1
C497880242,1
C498025851,1
C498171092,1
C498197079,1
C498213361,1
C498447652,1
C498498940,1
C498550702,1
C498614286,1
C49877168,1
C497404985,1
C499057718,1
C499085248,1
C499091192,1
C49917246,1
C499193602,1
C499231161,1
C499232658,1
C499322618,1
C499332323,1
C499413300,1
C499563648,1
C499608473,1
C499919262,1
C497430875,1
C497323053,1
C492914405,1
C494814442,1
C49314331,1
C493172655,1
C493262477,1
C493424930,1
C493481866,1
C493844715,1
C493873264,1
C49397017,1
C493995477,1
C494221581,1
C494244936,1
C494334546,1
C494375447,1
C494837899,1
C497126314,1
C494904696,1
C495237092,1
C495266984,1
C4952914,1
C495349286,1
C49558128,1
C495624893,1
C495744024,1
C495812513,1
C49597857,1
C496377670,1
C497024092,1
C497024597,1
C45718211,1
C45705350,1
C456762120,1
C415858765,1
C41452857,1
C414783966,1
C414924099,1
C414953640,1
C414975710,1
C415054779,1
C415175436,1
C415375205,1
C41563134,1
C415681195,1
C415699959,1
C415825997,1
C415854001,1
C416033450,1
C414159853,1
C41608153,1
C416165291,1
C416195911,1
C416462822,1
C416664710,1
C416774850,1
C416779475,1
C416874775,1
C417066150,1
C417104903,1
C417197262,1
C417213297,1
C417515200,1
C414219779,1
C414078193,1
C417695471,1
C412977644,1
C411313831,1
C411433616,1
C41154667,1
C411670460,1
C411677025,1
C411880300,1
C412010733,1
C41202461,1
C412096572,1
C412407665,1
C412631050,1
C412806203,1
C412961249,1
C412996348,1
C413981813,1
C413256119,1
C413319813,1
C413383017,1
C413407419,1
C413417554,1
C413537349,1
C41354044,1
C413656586,1
C413722554,1
C413773455,1
C413853456,1
C413925568,1
C413966770,1
C417640852,1
C417847795,1
C411128068,1
C423402109,1
C421219545,1
C421443093,1
C42157901,1
C421781202,1
C421782533,1
C421862868,1
C421958672,1
C422847899,1
C422970659,1
C423074299,1
C423223953,1
C423310949,1
C423322656,1
C423543548,1
C421063586,1
C423625625,1
C423923937,1
C424245549,1
C424305014,1
C424417978,1
C424434408,1
C424524612,1
C424669538,1
C424693863,1
C424812377,1
C425422557,1
C425919336,1
C425934297,1
C421137084,1
C420728464,1
C417851521,1
C418751321,1
C41792607,1
C417981063,1
C418157803,1
C418222166,1
C418271713,1
C418577182,1
C418612921,1
C418623592,1
C418637698,1
C418678558,1
C418687404,1
C418690964,1
C418719967,1
C418787765,1
C42065364,1
C418875558,1
C418964192,1
C419252042,1
C419372717,1
C419398117,1
C419450286,1
C419461239,1
C419820601,1
C41986446,1
C419928675,1
C420011443,1
C420013830,1
C420183005,1
C411274724,1
C411013894,1
C45672156,1
C399282086,1
C397888412,1
C398085606,1
C398205372,1
C398541118,1
C398698821,1
C398791968,1
C39886288,1
C398888765,1
C398903352,1
C398909840,1
C398973610,1
C399005937,1
C399194578,1
C399361899,1
C397720555,1
C399364024,1
C399450397,1
C399460584,1
C399465917,1
C399518124,1
C399785222,1
C399946871,1
C399994587,1
C400087132,1
C400200038,1
C400595138,1
C400680114,1
C400913352,1
C397739299,1
C3976987,1
C401158445,1
C39621039,1
C39420818,1
C39436311,1
C394488466,1
C394514690,1
C395023156,1
C395257482,1
C395269260,1
C395312314,1
C274347857,1
C395534351,1
C395825139,1
C395839623,1
C395947070,1
C396255249,1
C397644656,1
C39636899,1
C396374568,1
C396423191,1
C39677871,1
C397247453,1
C397354505,1
C397365515,1
C397396936,1
C397402272,1
C397420710,1
C397472180,1
C397506007,1
C397528199,1
C401144837,1
C40128322,1
C411007033,1
C409047240,1
C407411386,1
C407416654,1
C407555849,1
C407576849,1
C407821637,1
C408079205,1
C408442101,1
C408463565,1
C408490456,1
C408634115,1
C408849314,1
C408852113,1
C408988375,1
C40915366,1
C407268332,1
C409217818,1
C409233491,1
C409358964,1
C409367795,1
C409414944,1
C409531429,1
C410161307,1
C410264371,1
C410437994,1
C410529823,1
C410556619,1
C410972619,1
C411004597,1
C407271321,1
C407092830,1
C401825929,1
C403817977,1
C401908877,1
C401911630,1
C4020115,1
C402057107,1
C402103077,1
C402300594,1
C402356824,1
C402578336,1
C403242634,1
C403276933,1
C403495240,1
C403559722,1
C403681217,1
C403920383,1
C406938681,1
C404384076,1
C404387463,1
C404511346,1
C404647251,1
C404738794,1
C40489106,1
C404961694,1
C405489983,1
C40604503,1
C406482973,1
C406659405,1
C406885847,1
C406935284,1
C426002729,1
C426265650,1
C426632957,1
C447114205,1
C445035011,1
C445084724,1
C445308859,1
C445430208,1
C44566269,1
C445829500,1
C445922632,1
C445994670,1
C446134087,1
C44622712,1
C446483369,1
C446736927,1
C446782589,1
C447175296,1
C444759415,1
C447183071,1
C447204018,1
C447486475,1
C447852930,1
C448102180,1
C448117484,1
C448140191,1
C448754795,1
C448797974,1
C448834198,1
C448860094,1
C448865084,1
C448881117,1
C44492718,1
C444571961,1
C449261773,1
C44196449,1
C440567141,1
C440599856,1
C44076641,1
C440988194,1
C441116746,1
C441238852,1
C441240054,1
C441260218,1
C44130095,1
C441757024,1
C441921841,1
C441939747,1
C441954287,1
C442133026,1
C444540827,1
C442425098,1
C44247024,1
C442653315,1
C442707835,1
C443044241,1
C443233087,1
C443920202,1
C443989822,1
C443990229,1
C444079490,1
C444193211,1
C444350674,1
C444447676,1
C449117351,1
C449727386,1
C426683536,1
C454838857,1
C452586515,1
C452762754,1
C452885423,1
C452889653,1
C453454325,1
C453493362,1
C453650328,1
C453749910,1
C453950944,1
C454424230,1
C454462706,1
C454501295,1
C454550281,1
C454938739,1
C452552725,1
C454963917,1
C455106183,1
C455134566,1
C455153716,1
C455244250,1
C455705565,1
C455719432,1
C45573890,1
C45579719,1
C455997820,1
C456239358,1
C456316207,1
C45646600,1
C452558889,1
C452478400,1
C449838957,1
C450854769,1
C449877864,1
C44991297,1
C450042361,1
C450191991,1
C450403816,1
C450452025,1
C450487671,1
C450561445,1
C450630495,1
C450761826,1
C450782452,1
C450794008,1
C450820106,1
C451243683,1
C452475723,1
C451356274,1
C451391923,1
C451429333,1
C451693209,1
C451714826,1
C451731094,1
C451805271,1
C451898714,1
C451934410,1
C452022612,1
C45204109,1
C452081223,1
C452349512,1
C44010556,1
C440042528,1
C439854722,1
C432052755,1
C430727809,1
C430952051,1
C431035662,1
C431038121,1
C431054678,1
C43114733,1
C431204318,1
C43121788,1
C431559844,1
C431687661,1
C431840204,1
C431850862,1
C431984224,1
C432121402,1
C430642994,1
C432129572,1
C432219684,1
C432264411,1
C432288416,1
C432306592,1
C432374768,1
C432380223,1
C432403364,1
C43243271,1
C432435900,1
C432562518,1
C432604452,1
C432663857,1
C430667464,1
C430329518,1
C439830884,1
C427871642,1
C42674436,1
C426812212,1
C426878281,1
C426880249,1
C427067936,1
C427077444,1
C427148786,1
C427393645,1
C427680107,1
C427722942,1
C427738422,1
C427757438,1
C427763831,1
C427998326,1
C430326245,1
C428179224,1
C428290761,1
C428343058,1
